Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status
T0054,2023-13-01,C642,Tablet,4.0,,Credit Card,Completed
T0055,2024-04-17,C2474,Coffee Machine,867.0,130.23186429200600,creditcard,Pending
T0056,2025-02-30,C4020,Coffee Machine,153.0,-500.9165574378980,PayPal,completed
T0057,2023-13-01,C627,Laptop,863.0,,credit card,
T0058,2023-13-01,C3286,Smartphone,469.0,-424.31579152678100,pay pal,completed
T0059,,C2809,Tablet,4.0,-329.6249100867070,credit card,
T0060,2025-02-30,,Headphones,9.0,-774.7400993737690,pay pal,complete
T0061,2023-13-01,C3123,Headphones,6.0,-692.6956884654850,creditcard,completed
T0062,,C3832,Laptop,2.0,,PayPal ,Pending
T0063,2023-13-01,C185,T,,591.2612673906420,credit card,Pending
T0064,2025-02-30,C4415,Tablet,587.0,,Cash,complete
T0065,2023-13-01,C4884,Smartp,-6.0,$261.10,PayPal ,Pending
T0066,2025-02-30,C4996,Laptop,399.0,416.86425090767200,PayPal,Pending
T0067,2023-13-01,C981,Tablet,769.0,,Cash,Failed
T0068,2023-13-01,C4424,Tablet,222.0,-893.0581296167650,PayPal,Failed
T0069,2021-03-03,C1757,Headphones,-5.0,-750.9838518199660,credit card,complete
T0070,2025-02-30,C4445,Coffee Machine,787.0,-197.82671183761200,PayPal ,complete
T0071,2022-11-15,C1381,Laptop,9.0,,Cash,
T0072,2023-13-01,C899,Headphones,3.0,,Credit Card,Failed
T0073,2021-04-10,C1319,Headp,9.0,,Cash,Pending
T0074,2025-01-16,C4509,Laptop,7.0,,PayPal ,Pending
T0075,2025-02-30,C3892,Laptop,6.0,310.0117870605700,pay pal,Pending
T0076,2023-13-01,C2256,Smartphone,,-763.6891786969970,pay pal,complete
T0077,2025-02-30,C3280,Smartphone,-8.0,,Cash,Pending
T0078,2025-02-30,C1586,Smartphone,4.0,,credit card,complete
T0079,2025-02-30,C4545,Laptop,10.0,-523.9728550305830,PayPal,Pending
T0080,2025-02-30,C3707,Coffee Machine,4.0,933.723570095747,pay pal,
T0081,2023-02-28,C3687,Smartphone,8.0,-845.0306396233870,PayPal,Completed
T0082,2025-02-30,,Laptop,2.0,-386.6519715886570,PayPal,
T0083,2023-13-01,C2616,Tablet,7.0,447.1746873942080,pay pal,Completed
T0084,2023-13-01,C722,Tablet,4.0,811.1940409467050,PayPal ,Failed
T0085,2025-02-30,C4399,Tablet,216.0,,Cash,
T0086,2025-02-30,C058,Tablet,480.0,-784.8027259138620,Cash,
T0087,2020-08-10,C703,Laptop,,-600.2502425594330,Cash,Completed
T0088,2025-02-30,C4004,Headphones,9.0,-380.99749854004200,PayPal,complete
T0089,,C4555,Headphones,709.0,,PayPal ,completed
T0090,2025-02-30,C1678,Laptop,,-530.1376416743270,Cash,complete
,2023-05-16,C308,Coffee Machine,824.0,577.5607699389860,creditcard,Failed
T0092,2025-02-30,C3389,Smartphone,-10.0,,PayPal ,completed
T0093,2024-12-31,C3843,Tablet,973.0,784.0773703024180,creditcard,
T0094,2025-02-30,C2314,Headphones,733.0,,pay pal,Completed
T0095,2025-02-30,C529,Laptop,2.0,-149.55165829110500,credit card,Pending
T0096,2023-13-01,C1336,Coffee Machine,198.0,-315.07874385949800,Cash,completed
T0097,2023-13-01,C2670,Smar,514.0,,Cash,
T0098,2023-13-01,C1341,Headphones,-9.0,-724.9198351872940,Credit Card,complete
T0099,2025-02-30,C3685,Smartphone,909.0,-585.478005722021,pay pal,complete
T0100,2025-02-30,C1810,Coffee Machine,808.0,-157.03881972664100,pay pal,
T0101,2023-13-01,C2318,Tablet,367.0,272.6373223393600,Credit Card,Failed
T0102,2025-02-30,C4239,Smartphone,131.0,-56.421763873179000,PayPal,
T0103,2022-12-04,C327,Tablet,-10.0,-963.4581062931450,PayPal ,complete
T0104,2025-02-30,C4574,Coffee Machine,857.0,322.3579934023190,Cash,
T0105,2025-02-30,C4377,Laptop,9.0,,creditcard,Pending
,2025-02-30,C4261,Laptop,670.0,-197.03277785431600,pay pal,Failed
T0107,2022-08-24,C4233,Laptop,-2.0,,creditcard,complete
T0108,2020-12-24,C4889,Smart,399.0,,creditcard,Completed
T0109,,C1809,Headphones,6.0,380.72421934613800,PayPal,completed
T0110,2025-02-30,C1186,Smartphone,-8.0,451.461130880405,pay pal,
T0111,2023-13-01,C4669,Coffee Machine,889.0,,credit card,Failed
T0112,2024-09-06,C4249,Laptop,723.0,90.34728588175330,creditcard,Failed
T0113,2020-04-08,C2894,Headphones,-8.0,86.41580941098920,PayPal,complete
T0114,2023-13-01,C4252,Tablet,798.0,289.89395564796500,Cash,
T0115,2023-13-01,C4022,Headphones,,-261.14199297362700,pay pal,Pending
T0116,2025-02-30,C3190,Smartphone,787.0,-104.60377750302300,credit card,completed
T0117,2021-03-29,C4411,Tablet,300.0,,pay pal,Completed
T0118,2025-02-30,C2778,Headphones,-6.0,-276.43423074019100,creditcard,Completed
T0119,2025-02-30,C4517,Laptop,10.0,,creditcard,Failed
T0120,2025-02-30,,Coffee Machine,-7.0,159.45851825246500,PayPal ,Failed
T0121,2023-13-01,C4087,Tablet,903.0,,Credit Card,Completed
T0122,2021-08-22,C4055,Headphones,603.0,,PayPal ,Pending
T0123,2023-13-01,C2203,Headphones,3.0,-869.7954960216660,creditcard,
T0124,2023-13-01,C2837,Tablet,-10.0,-463.1433791486560,PayPal,Failed
,2021-12-02,C086,Coffee Machine,667.0,-$681.87,PayPal ,Pending
T0126,2023-13-01,C572,Laptop,630.0,-224.96418545072900,Credit Card,
T0127,2025-02-30,C2165,Headphones,-3.0,,pay pal,Failed
T0128,2023-13-01,C2883,Tablet,3.0,,pay pal,completed
T0129,2021-11-14,C1399,La,996.0,,PayPal,completed
T0130,,C3104,Smart,5.0,-$594.77,pay pal,
T0131,2025-02-30,C2556,Laptop,1.0,-$177.14,Credit Card,Completed
T0132,2020-08-20,C1736,Laptop,-10.0,-63.46828347895040,PayPal,Completed
T0133,2021-07-12,C2977,Laptop,137.0,-97.98868055300450,Credit Card,Failed
T0134,2025-02-30,C1514,Coffee Machine,1.0,,Cash,Completed
T0135,2025-02-30,C820,Lapt,-8.0,999.6769010743950,creditcard,Failed
T0136,2024-05-04,C544,Tablet,788.0,,pay pal,completed
T0137,2022-08-04,C4112,Headphones,322.0,-557.4354116843070,PayPal ,complete
T0138,2023-13-01,C2349,Laptop,199.0,,Cash,complete
T0139,2025-02-30,C2703,Tabl,2.0,,pay pal,Failed
T0140,2023-13-01,C2027,Coffee Machine,10.0,,PayPal,
,2023-13-01,C869,Headphones,564.0,499.8782079245940,creditcard,Failed
T77766,2023-13-01,C4226,Tablet,-7.0,$862.48,Credit Card,complete
T0143,2022-06-28,C3555,Smartphone,3.0,625.381192727248,credit card,Completed
T0144,2020-02-03,C4891,Coffee Machine,8.0,375.97285452626200,PayPal ,complete
T0145,2025-02-30,C2712,Tablet,,192.74436350761600,PayPal ,Completed
T0146,2022-12-14,C3320,Smartphone,,,PayPal,
,2023-03-06,,Headphones,-2.0,-574.740887890599,creditcard,Failed
T0148,2023-13-01,C513,Smartphone,778.0,-887.2905908833020,creditcard,Pending
,2022-09-14,C2945,Laptop,4.0,-485.0562729586690,pay pal,Pending
T0150,2025-02-30,C3843,Coffee Machine,7.0,497.4078791781520,pay pal,completed
T0151,2025-02-30,C4252,Laptop,946.0,234.96502082545500,pay pal,complete
T0152,2023-04-28,C3177,Laptop,,,PayPal ,Failed
T0153,2023-13-01,C1021,Smartphone,222.0,734.987602056252,pay pal,completed
T0154,2022-01-13,C3826,Smartphone,3.0,-218.2141312027650,PayPal,
T0155,2020-01-23,C1382,Coffee Machine,-6.0,-480.09048052465400,PayPal ,complete
T0156,2023-13-01,C3890,Laptop,,-947.0315089055940,creditcard,Completed
T0157,2021-02-01,C2917,Coffee Machine,304.0,$863.77,creditcard,Pending
T0158,2023-13-01,C4975,Headphones,661.0,,Credit Card,complete
T0159,2023-13-01,C2913,Headphones,571.0,,Cash,Pending
T0160,2025-02-30,C1618,L,-9.0,,creditcard,complete
T0161,2025-02-30,C4414,Coffee Machine,-4.0,864.0457885955430,pay pal,Failed
T17515,2024-11-25,C3287,Smartphone,-9.0,850.4985899006940,Credit Card,Pending
T0163,2021-08-11,C666,Smartphone,8.0,-$455.46,creditcard,
T0164,2023-13-01,C2345,Coffee Machine,10.0,-913.1985144335960,creditcard,complete
T0165,2022-05-30,C316,Coffee Machine,599.0,,pay pal,Pending
T0166,2025-02-30,C222,Coffee Machine,3.0,-818.038014894282,PayPal ,completed
T0167,2021-08-05,C2395,Coffee Machine,547.0,-884.3602155938390,Credit Card,Pending
T0168,2023-13-01,C2741,Headphones,-9.0,-963.397682065832,PayPal,Completed
T0169,2025-02-30,C1460,Headphones,-9.0,-699.5688980552150,Cash,complete
T0170,2023-13-01,C872,Tablet,10.0,921.4923647726250,pay pal,Pending
T0171,,C506,Tablet,202.0,,creditcard,complete
T0172,2023-13-01,C3007,Headphones,-10.0,-908.6432029552980,pay pal,completed
T0173,2025-02-30,C2195,Coffee Machine,267.0,996.8924925994370,creditcard,Completed
T0174,2023-13-01,C3227,Laptop,-3.0,,pay pal,Completed
T0175,2020-09-26,C4393,Laptop,505.0,213.46164941734100,Cash,complete
T0176,2023-13-01,C2863,Coffee Machine,9.0,,Cash,complete
T0177,2025-01-04,C3662,Tablet,-4.0,460.8278566012470,PayPal ,completed
T0178,2025-02-30,C233,Smartphone,-3.0,,credit card,complete
T0179,2021-08-19,C4160,Tablet,622.0,121.8158272059670,Cash,Completed
T0180,2023-13-01,C3357,Tablet,4.0,,credit card,complete
T0181,2022-05-04,C887,Smartphone,359.0,$365.48,credit card,Failed
T0182,2021-07-24,C4140,Coffee Machine,916.0,516.1081584281590,credit card,Pending
T0183,2025-02-30,C3985,Smartphone,-3.0,,PayPal,complete
T0184,2023-13-01,C3954,Headphones,4.0,$501.18,credit card,complete
T0185,2024-05-14,C4308,Smartphone,779.0,388.0390415465830,pay pal,completed
T0186,2025-02-30,C4027,Smart,246.0,720.973087747955,Credit Card,
T0187,2024-04-12,C2965,Smartphone,1.0,,Cash,
T0188,2023-08-12,C1159,Laptop,-2.0,-567.5614912317110,Credit Card,Pending
T0189,2022-08-19,C047,Smartphone,10.0,252.64176119515100,PayPal ,complete
T0190,2025-02-30,,Headphones,-7.0,,PayPal,
T0191,2023-13-01,C4984,Laptop,-6.0,-770.6902504665400,Credit Card,complete
T0192,2025-02-30,C2741,Laptop,3.0,,pay pal,completed
T0193,2025-02-30,C3191,Coffee Machine,106.0,$330.30,Cash,completed
T0194,2025-02-30,C751,Headphones,-4.0,-225.28091037664900,Credit Card,Pending
T0195,2025-02-30,C4563,Tablet,279.0,-845.904243628707,PayPal,Failed
,2021-09-14,C382,Headphones,751.0,-207.39656047279400,creditcard,complete
T0197,2021-03-08,C4862,Laptop,821.0,,Credit Card,Pending
T0198,2023-13-01,C199,Headphones,826.0,-895.656684616674,pay pal,Completed
T0199,2023-03-11,C3558,Coffee Machine,5.0,,credit card,Pending
T0200,2025-02-30,C1561,Laptop,9.0,428.3331931740420,PayPal,completed
T0201,2023-13-01,C4339,Laptop,-4.0,305.67683376988000,PayPal,completed
,2023-13-01,C1274,Smartphone,1.0,574.6841928059180,pay pal,Pending
T0203,2022-08-28,C4643,Laptop,-8.0,,pay pal,completed
T0204,2021-02-08,C4690,Headphones,258.0,854.4182002616590,credit card,
T0205,2025-02-30,C3948,Coffee Machine,-10.0,,Credit Card,Failed
T0206,2023-13-01,C3530,Smartphone,299.0,,creditcard,completed
T0207,2025-02-30,C2862,Laptop,-9.0,423.10307753685000,pay pal,Pending
T0208,2023-13-01,,Coffee Machine,-2.0,-533.9791206384510,Cash,completed
T0209,2024-03-13,C1378,C,586.0,,Cash,Completed
T0210,2022-03-08,C3762,Coffee Machine,,148.63019474593400,creditcard,Completed
T0211,2023-13-01,,Coffee Machine,2.0,145.1988191777440,credit card,Completed
T0212,2025-02-30,C3724,Coffee Machine,938.0,345.73684283108900,PayPal ,complete
T0213,2025-02-30,C2547,Headphones,7.0,415.79673722840300,credit card,Completed
,2021-04-24,C2442,Tablet,-8.0,-594.8180707127270,creditcard,Failed
T0215,2023-13-01,C4386,Smartphone,,-663.1249272767750,pay pal,Failed
T0216,2025-02-30,,Headphones,-10.0,,Credit Card,Pending
T0217,2023-13-01,C184,Smartph,698.0,-721.6945942126200,pay pal,completed
T0218,2025-02-30,C4793,Headp,536.0,,creditcard,Failed
T0219,2023-13-01,C3102,Laptop,-4.0,$275.07,Cash,completed
T0220,2023-10-11,C3610,Smartphone,10.0,,pay pal,
T0221,2020-03-08,C1613,Coffee Machine,-3.0,58.03358928393080,creditcard,Failed
T0222,2023-13-01,C2874,Coffee Machine,-10.0,$499.76,PayPal,
,2023-13-01,C3915,Coffee Machine,789.0,,PayPal ,Pending
T0224,2025-02-30,C3588,Smartphone,,345.8830842897970,Cash,complete
T0225,2023-04-18,C298,Tablet,10.0,282.0102882048540,PayPal,Failed
T0226,2025-02-30,C3261,Smartphone,-3.0,,creditcard,Pending
T0227,2023-13-01,C4300,Laptop,,-150.3078075240670,Credit Card,Failed
T0228,2022-04-03,C1613,Tablet,-7.0,,PayPal ,completed
T0229,2023-13-01,C665,Smartphone,5.0,643.4923070340810,pay pal,
T0230,2023-06-07,C1387,Hea,-8.0,933.2568077416640,pay pal,completed
,2025-02-30,,Tabl,-7.0,54.39765408195950,PayPal,Completed
T0232,2025-02-30,C2304,Smartphone,802.0,-513.5045004346870,PayPal ,complete
T0233,2023-13-01,C3774,Tablet,455.0,,PayPal,
T0234,2025-02-30,C4286,Headphones,585.0,808.5529550324700,Credit Card,complete
T0235,2020-03-31,C4657,Coffee Machine,162.0,,Credit Card,complete
T0236,2023-13-01,C606,Smartphone,201.0,,credit card,
T0237,2021-03-23,C3835,Smartphone,,,Cash,
T0238,2023-13-01,C3827,Coffee Machine,,-125.68479397836800,Cash,completed
T0239,2025-02-30,C3416,Coffee Machine,807.0,-267.20196716643200,Cash,completed
T0240,2023-13-01,C1171,Laptop,-9.0,,PayPal,complete
T0241,2022-12-09,C2398,Coffee Machine,-5.0,643.7099744048680,PayPal,Failed
T0242,2023-12-01,C2286,Coffee Machine,-8.0,,PayPal ,completed
T0243,,C2493,Laptop,-5.0,-888.0476746955030,credit card,
T0244,2023-13-01,C2759,Smartphone,353.0,-166.0086952692580,creditcard,
T0245,2021-07-30,C1417,Tablet,-7.0,,Cash,Failed
T0246,2025-02-30,C3759,Headphones,1.0,-641.5138399481420,credit card,Completed
T0247,2023-13-01,C4707,Headphones,767.0,-902.9095858859040,pay pal,complete
T0248,2024-07-10,C2496,Head,431.0,$242.13,PayPal,Failed
T0249,2023-13-01,C2942,Tablet,1.0,,pay pal,complete
,2023-04-22,C1453,Smartpho,535.0,559.0155800890880,creditcard,Failed
T0251,2023-04-17,C3631,Headphones,212.0,873.7449157057450,creditcard,Failed
T0252,2022-03-01,C4052,Lapt,-2.0,-162.84533598386900,Credit Card,Completed
T0253,2024-03-22,C1374,Laptop,-9.0,115.6814182877150,Cash,Completed
T0254,2021-11-14,C2859,Coffee Machine,165.0,115.37062226098800,creditcard,complete
T0255,2021-01-12,C4435,Lapto,-9.0,878.3307368842340,creditcard,Failed
,2023-13-01,C4077,Headphones,241.0,130.04913375505200,Credit Card,
T0257,2025-02-30,C4274,Coffee Machine,6.0,702.2392204398160,PayPal,complete
T0258,2025-02-30,C1902,Headphones,358.0,,PayPal ,Pending
T0259,2025-02-30,C3240,Smartphone,3.0,-349.61333461000700,credit card,Pending
T0260,2025-02-30,C3973,Coffee Machine,383.0,-368.4632827483600,credit card,complete
T0261,2025-02-30,,Smartphone,3.0,-728.9493905202990,pay pal,
T0262,,C511,Headphones,321.0,,pay pal,completed
T0263,2025-02-30,C3570,Laptop,952.0,-111.49478189634400,PayPal ,Pending
T0264,2025-02-30,C4190,Coffee Machine,736.0,-264.4015529386180,Credit Card,Pending
T0265,2023-13-01,C2978,Tablet,1.0,167.7074453290050,PayPal ,Completed
T0266,2023-13-01,C1796,Headphones,3.0,900.3890031564790,Cash,Failed
T0267,2021-01-18,C4543,Coffee Machine,-7.0,699.4001442993370,Cash,complete
T0268,2023-12-01,C2381,Laptop,7.0,-617.8889335532150,PayPal,Failed
T0269,2024-08-11,C3990,Coffee Machine,-8.0,810.4362003026440,credit card,Completed
T0270,2025-02-30,C179,Coffee Machine,126.0,,Credit Card,Failed
T0271,2025-02-30,C2542,Headphones,331.0,,PayPal,complete
T0272,2025-02-30,C163,Tablet,-9.0,,Credit Card,Failed
T0273,2023-13-01,C1922,Smartphone,611.0,-903.9214065342250,creditcard,Completed
T0274,2023-02-08,C2934,Coffee Machine,8.0,58.90413474001050,PayPal ,Failed
T0275,2025-02-30,C1658,Headphon,853.0,-930.5256622385950,PayPal ,Completed
T0276,2023-13-01,C3811,Coffee Machine,-6.0,-767.6999149582470,Cash,completed
T0277,2023-13-01,C4633,Headphones,-10.0,,Credit Card,Pending
T0278,2020-11-28,C1298,Coffee Machine,319.0,,PayPal,completed
T0279,2023-13-01,C294,Tablet,7.0,68.68419953659070,creditcard,Pending
T0280,2023-13-01,C4545,Laptop,9.0,,creditcard,completed
T0281,2023-13-01,C1045,Laptop,10.0,,Cash,Failed
T0282,2023-07-19,C1022,Laptop,5.0,,credit card,completed
T0283,2025-02-30,C3173,Tabl,-5.0,161.87252030619700,creditcard,completed
T0284,2022-10-04,C1301,Laptop,222.0,698.6577228569700,Cash,Pending
T0285,2023-13-01,C2052,Laptop,534.0,266.9206763671370,Credit Card,Failed
T0286,2023-13-01,C706,Smartphone,303.0,,PayPal ,complete
T0287,2023-13-01,C3933,Tablet,,,Cash,Completed
T0288,2023-13-01,C4094,Tablet,-3.0,626.418484441448,pay pal,completed
T0289,2023-13-01,C4069,Smartphone,355.0,,Credit Card,Pending
T0290,2025-02-30,C4420,Smartphone,995.0,-$919.58,credit card,Failed
T0291,2025-02-30,C2928,Smartphone,-1.0,,pay pal,Completed
T0292,2024-08-09,,Laptop,980.0,233.90225085887400,Cash,Pending
T0293,,C4257,Headphones,1.0,-876.3738123089410,creditcard,complete
T0294,2023-07-24,C1719,Laptop,3.0,581.8841170252600,Credit Card,Completed
T0295,2023-13-01,C3275,Coffee Machine,7.0,-759.6503540450580,Cash,Completed
T0296,2025-02-30,C1221,Coffee Machine,-10.0,-189.20013786056300,creditcard,completed
T0297,2023-13-01,C3928,Laptop,160.0,581.1350897110030,PayPal ,completed
,2024-02-28,C3386,Tablet,794.0,353.77291793889500,PayPal ,Pending
T0299,2020-11-26,C1664,Headphones,-3.0,132.95090982621300,creditcard,Pending
T0300,2023-13-01,C1998,Coffee Machine,2.0,,pay pal,
T0301,2023-13-01,C457,Lapt,-3.0,,PayPal,
T0302,2020-11-17,C2108,Hea,2.0,,PayPal ,completed
T0303,2020-12-28,C4785,Smartphone,-1.0,-631.3593865496680,credit card,Completed
T0304,2022-04-12,C1803,Laptop,5.0,140.6198774288750,PayPal ,complete
T0305,2023-13-01,,Laptop,4.0,-682.118431202354,PayPal,
T0306,2023-13-01,C1422,Smartphone,-4.0,-696.0435462501960,Credit Card,completed
T0307,2025-02-30,C4222,Headphones,-5.0,-267.864131326829,Credit Card,Pending
T0308,2023-13-01,C4265,Tablet,9.0,488.85674886553900,Credit Card,Failed
T0309,2025-02-30,C2016,Smartphone,705.0,,Cash,complete
T0310,2023-13-01,C656,Headphones,651.0,-127.13548116260900,pay pal,
T0311,2022-06-08,C3494,Coffee Machine,936.0,,creditcard,Failed
T0312,2023-13-01,C1744,Headphones,-6.0,,PayPal ,Completed
T0313,2021-06-30,C654,Coffee Machine,-4.0,-776.0722527306450,Cash,Failed
T0314,2023-13-01,C3587,Headphones,4.0,221.08937963114800,Cash,Pending
T0315,2023-13-01,C842,Table,4.0,-421.9271102716970,Credit Card,Completed
T0316,2025-02-30,C4410,Headphones,10.0,-496.1191465097220,Credit Card,complete
T0317,2022-09-19,C4635,Smartphone,-1.0,983.6168855720680,Credit Card,complete
T0318,2025-02-30,C1946,Smartphone,307.0,,Credit Card,completed
T0319,2020-01-14,C3479,Headphones,410.0,-424.9231685199770,PayPal ,completed
T0320,2025-02-30,C2275,Headphones,,-952.9461344756180,Cash,Pending
T0321,,C694,Laptop,3.0,167.71752532297300,Cash,Completed
T0322,2025-02-30,C334,Headphones,615.0,,PayPal ,complete
T0323,2024-11-02,C2361,Headphones,2.0,,Credit Card,Pending
T22566,,C530,Smartphone,365.0,$103.82,PayPal,complete
T0325,2023-13-01,C434,Smartphone,-5.0,-843.3451132515990,pay pal,
T0326,2025-02-30,C4321,Laptop,2.0,488.3079456112220,PayPal,complete
T0327,2023-13-01,C3474,Tablet,-9.0,501.0959461135750,Credit Card,
T0328,2024-10-09,C1878,Headphones,989.0,-448.0931012413040,Cash,complete
T0329,2023-13-01,C3235,Headphones,,-241.30005966172300,creditcard,Pending
T0330,2025-02-30,C4439,Coffee Machine,8.0,-219.5511312032750,pay pal,Failed
T0331,2025-02-30,C2872,Tablet,184.0,,PayPal ,Failed
T0332,,C4331,Laptop,-3.0,,creditcard,Completed
T0333,2023-12-29,C2256,Laptop,584.0,-760.8401091670200,Credit Card,
T0334,2023-13-01,C441,Headphones,-10.0,-316.50172422865800,Cash,
T0335,2025-02-30,C4468,Headphones,10.0,747.5720153457080,Credit Card,complete
T0336,2023-13-01,C2458,Coffee Machine,10.0,,PayPal,completed
T0337,2023-03-02,C4233,Tablet,118.0,-959.1751724156720,Cash,Completed
T0338,2023-04-10,C4411,Coffee Machine,-10.0,-990.5678038370070,Cash,Pending
T0339,2021-08-03,C3229,Coffee Machine,-1.0,-369.1381893846830,Cash,completed
T0340,2025-02-30,C1143,Headphones,-10.0,291.502551674003,credit card,complete
T0341,2023-13-01,C2312,Hea,1.0,894.1726126748040,PayPal,Failed
T0342,2023-13-01,C910,Smartphone,583.0,$479.43,Cash,Failed
T0343,,C1523,Lapto,3.0,,creditcard,Pending
T0344,2023-13-01,C3624,Coffee Machine,239.0,940.4951071672190,PayPal,
T0345,2023-13-01,C3682,Cof,-2.0,,Credit Card,Pending
T0346,2023-08-14,C3763,Headphones,,-$842.95,Credit Card,
T0347,2025-02-30,C3956,Smartphone,942.0,251.22913099225,PayPal ,Pending
T0348,2023-12-19,C967,Smartphone,,458.30857807803300,pay pal,Completed
T0349,2025-02-30,,Coffee Machine,-2.0,-$419.71,Credit Card,completed
T0350,2023-13-01,C708,Laptop,7.0,,credit card,completed
T0351,2021-09-03,C3070,Smartphone,-3.0,,creditcard,
T0352,2022-10-16,C2080,Table,-2.0,822.9978026249270,Cash,completed
T0353,2023-13-01,C048,Laptop,761.0,193.23348897852600,credit card,Completed
T0354,2023-13-01,C1701,Smartphone,1.0,,Cash,completed
T0355,2021-04-26,C1559,Tablet,5.0,-742.8986999123660,PayPal ,Failed
T0356,2023-13-01,C925,Tablet,-7.0,-586.2555319763370,pay pal,completed
T0357,,C2689,Headphones,,,creditcard,
T0358,2022-01-26,C215,Headphones,481.0,505.1016560358620,Cash,complete
T0359,2022-11-29,C3357,Headphones,726.0,-243.71280693140800,PayPal ,Pending
T66876,2023-13-01,C4712,Headphones,-5.0,776.5305169596750,PayPal ,
T0361,2025-02-30,C1884,Tablet,3.0,,credit card,complete
T0362,2025-02-30,C205,Coffee Machine,,681.0860098328170,pay pal,Failed
T0363,2025-02-30,C3517,Tablet,485.0,,credit card,
T0364,2023-13-01,C2560,Smartphone,-9.0,-678.48250687209,Cash,completed
T0365,2025-02-30,C2424,Tablet,-10.0,-532.0998335433240,PayPal,Pending
